file_path,backtest,contrib,data,model,rl,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\examples\online_srv\online_management_simulate.py,119.24552917480469,35.278316497802734,67.20767211914062,23.69645118713379,35.705902099609375,122.61673736572266,46.555885314941406,28.38105010986328,112.26427459716797,strategy,122.61673736572266
qlib\qlib\contrib\model\pytorch_add.py,11.410799026489258,63.762489318847656,93.14878845214844,135.15762329101562,34.45703887939453,29.66739845275879,69.60369110107422,75.41753387451172,47.857826232910156,model,135.15762329101562
qlib\qlib\contrib\model\pytorch_tabnet.py,18.29734230041504,65.19673156738281,82.78702545166016,126.17511749267578,37.51836013793945,31.699934005737305,76.62779235839844,80.89998626708984,38.02730178833008,model,126.17511749267578
qlib\tests\rolling_tests\test_update_pred.py,9.922019004821777,24.62860679626465,79.0721435546875,109.99293518066406,7.250345706939697,16.07198715209961,119.5367660522461,28.605928421020508,148.33343505859375,workflow,148.33343505859375
qlib\scripts\check_dump_bin.py,19.0565242767334,15.96790885925293,90.89473724365234,21.268796920776367,31.901884078979492,16.933801651000977,22.116674423217773,33.946983337402344,18.878623962402344,data,90.89473724365234
qlib\qlib\contrib\model\__init__.py,5.048914909362793,67.09162139892578,7.3123040199279785,108.68830871582031,3.247861385345459,9.200089454650879,3.7003366947174072,8.73356819152832,9.308770179748535,model,108.68830871582031
qlib\qlib\utils\index_data.py,8.922517776489258,14.27871036529541,86.63973236083984,13.739459991455078,5.241673946380615,15.888866424560547,21.252676010131836,78.97332000732422,18.414318084716797,data,86.63973236083984
qlib\qlib\data\ops.py,9.61849308013916,23.96493911743164,64.79261016845703,31.44620704650879,161.9499053955078,19.94377326965332,33.05046844482422,21.380474090576172,22.528549194335938,rl,161.9499053955078
qlib\qlib\data\storage\__init__.py,0.47313737869262695,2.3953235149383545,65.44615173339844,2.3953235149383545,1.0012961626052856,2.3953235149383545,5.9913330078125,5.055347919464111,7.156134605407715,data,65.44615173339844
qlib\qlib\utils\serial.py,4.304969787597656,8.051501274108887,11.902270317077637,4.728494644165039,26.293214797973633,6.84011697769165,5.2569708824157715,78.45968627929688,7.956890106201172,utils,78.45968627929688
qlib\examples\online_srv\update_online_pred.py,10.352808952331543,23.21421241760254,72.57685852050781,35.96094512939453,7.362037658691406,14.2579927444458,19.353118896484375,22.786062240600586,153.73272705078125,workflow,153.73272705078125
qlib\qlib\rl\utils\env_wrapper.py,7.049367904663086,10.822627067565918,1.9102905988693237,22.521785736083984,81.62518310546875,14.302088737487793,8.074212074279785,93.79199981689453,17.04473304748535,utils,93.79199981689453
qlib\examples\benchmarks\TFT\expt_settings\configs.py,9.639084815979004,22.895336151123047,77.59474182128906,106.15447235107422,5.733500003814697,11.795877456665039,13.661993026733398,16.38787841796875,31.0647029876709,model,106.15447235107422
qlib\qlib\model\riskmodel\shrink.py,7.339886665344238,8.141227722167969,25.857961654663086,67.51191711425781,4.90639066696167,11.896910667419434,10.072989463806152,12.001242637634277,11.134636878967285,model,67.51191711425781
