file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\data\base.py,3.0019514560699463,13.4224271774292,26.329484939575195,10.00537109375,25.73480987548828,20.671905517578125,16.499189376831055,14.391902923583984,12.300813674926758,model,26.329484939575195
qlib\qlib\contrib\data\data.py,3.0360305309295654,62.47801971435547,4.652647495269775,3.2183868885040283,9.17445182800293,4.362254619598389,8.593353271484375,13.547327995300293,5.711766719818115,contrib,62.47801971435547
qlib\qlib\strategy\__init__.py,2.695950508117676,3.6972532272338867,1.0659003257751465,1.0013028383255005,0.064597487449646,101.05731964111328,1.0013028383255005,3.6972532272338867,8.959959030151367,strategy,101.05731964111328
qlib\qlib\backtest\__init__.py,110.45520782470703,19.75503158569336,42.81778335571289,7.012596130371094,26.619281768798828,135.3621368408203,13.298029899597168,26.07308006286621,29.897783279418945,strategy,135.3621368408203
qlib\qlib\rl\trainer\vessel.py,16.732303619384766,24.404781341552734,41.576663970947266,79.90632629394531,86.22360229492188,18.483379364013672,56.39828872680664,22.784440994262695,44.85933303833008,run,86.22360229492188
qlib\qlib\backtest\profit_attribution.py,72.57302856445312,9.808563232421875,30.77588653564453,5.848231315612793,34.9720344543457,23.086034774780273,13.47851848602295,20.754108428955078,16.27752113342285,backtest,72.57302856445312
qlib\examples\nested_decision_execution\workflow.py,147.37518310546875,96.93354797363281,135.13157653808594,23.973220825195312,27.07880210876465,160.6422119140625,44.75477981567383,43.0560302734375,137.98660278320312,strategy,160.6422119140625
qlib\qlib\data\client.py,5.57304573059082,12.315459251403809,22.535560607910156,23.528242111206055,19.00139045715332,11.741491317749023,9.408233642578125,19.244281768798828,13.651228904724121,rl,23.528242111206055
qlib\qlib\utils\data.py,1.4951354265213013,3.874589204788208,9.386821746826172,1.871376872062683,4.766891956329346,6.776792049407959,7.742119312286377,82.33396911621094,7.847982406616211,utils,82.33396911621094
qlib\tests\backtest\test_soft_topk_strategy_cold_start.py,97.77005004882812,12.520023345947266,9.786392211914062,2.61460018157959,1.6692417860031128,119.83837890625,113.5300064086914,14.247003555297852,23.985321044921875,strategy,119.83837890625
qlib\tests\rl\test_logger.py,11.718177795410156,16.320674896240234,27.189653396606445,90.4450454711914,30.908475875854492,12.074060440063477,120.40798950195312,23.602645874023438,29.943439483642578,tests,120.40798950195312
qlib\qlib\backtest\decision.py,78.34104919433594,20.7664737701416,39.06324005126953,28.106111526489258,34.61912536621094,131.86085510253906,16.951974868774414,28.072118759155273,31.693498611450195,strategy,131.86085510253906
