file_path,dsp,filter_bank,general,mir,best_module,best_likelihood
audioflux\include\wsst_algorithm.h,4.324132442474365,4.698130130767822,4.273721694946289,0.8200292587280273,filter_bank,4.698130130767822
audioflux\include\mir\_pitch_lhs.h,0.1829575002193451,0.1829575002193451,0.1829575002193451,83.76232147216797,mir,83.76232147216797
audioflux\include\spectrogram_algorithm.h,7.971261501312256,40.426063537597656,9.142329216003418,38.21548843383789,filter_bank,40.426063537597656
audioflux\src\mir\_pitch_stft.c,9.411669731140137,24.417293548583984,6.046444892883301,100.36551666259766,mir,100.36551666259766
audioflux\include\dsp\xcorr_algorithm.h,85.83174896240234,1.8879090547561646,7.869168281555176,3.127626895904541,dsp,85.83174896240234
audioflux\include\wpt_algorithm.h,3.6355981826782227,2.1700518131256104,2.5838706493377686,1.1183245182037354,dsp,3.6355981826782227
audioflux\src\mir\onset_algorithm.c,6.190622329711914,47.151039123535156,12.865310668945312,136.1187744140625,mir,136.1187744140625
audioflux\src\dsp\flux_window.c,83.61088562011719,18.01829719543457,5.7401580810546875,40.102962493896484,dsp,83.61088562011719
audioflux\src\dsp\flux_correct.c,110.35662078857422,21.745128631591797,3.8592002391815186,20.92365074157715,dsp,110.35662078857422
audioflux\src\mir\harmonic_algorithm.c,54.31721496582031,154.7801971435547,8.742328643798828,86.74048614501953,filter_bank,154.7801971435547
audioflux\src\cwt_algorithm.c,37.21043014526367,68.20968627929688,7.269847869873047,3.480487585067749,filter_bank,68.20968627929688
audioflux\src\filterbank\dwt_filterCoef.h,19.76125144958496,89.44239807128906,2.0350558757781982,1.5582990646362305,filter_bank,89.44239807128906
audioflux\src\nsgt_algorithm.c,22.096454620361328,86.91839599609375,6.434759616851807,28.055635452270508,filter_bank,86.91839599609375
audioflux\src\vector\flux_complex.c,9.500697135925293,3.2200210094451904,6.7512078285217285,37.01799011230469,mir,37.01799011230469
audioflux\src\cepstrogram_algorithm.h,3.088649034500122,1.6349562406539917,2.038238525390625,0.5845459699630737,dsp,3.088649034500122
audioflux\src\track\tune_track.c,25.604158401489258,39.917335510253906,7.116513729095459,39.46282196044922,filter_bank,39.917335510253906
audioflux\include\mir\hpss_algorithm.h,3.1944875717163086,1.734944462776184,2.1434271335601807,77.89275360107422,mir,77.89275360107422
audioflux\include\stft_algorithm.h,3.0497705936431885,2.2971699237823486,2.0011606216430664,4.58111047744751,mir,4.58111047744751
audioflux\src\dsp\flux_correct.h,101.43357849121094,29.60127830505371,3.5758814811706543,18.40873908996582,dsp,101.43357849121094
audioflux\include\track\tune_track.h,0.177162766456604,0.177162766456604,0.177162766456604,2.439272403717041,mir,2.439272403717041
audioflux\include\flux_base.h,31.715904235839844,187.86459350585938,10.236713409423828,69.54174041748047,filter_bank,187.86459350585938
audioflux\include\dsp\hilbert_algorithm.h,86.1026382446289,1.6546554565429688,4.375455379486084,2.907687187194824,dsp,86.1026382446289
