file_path,app,backends,bin,concurrency,contrib,events,fixups,security,utils,worker,best_module,best_likelihood
celery\t\unit\bin\test_daemonization.py,57.48062515258789,2.1151909828186035,143.27467346191406,3.348618984222412,8.951770782470703,95.64512634277344,1.6436524391174316,2.554262399673462,9.10094165802002,68.41944885253906,bin,143.27467346191406
celery\celery\contrib\django\__init__.py,3.476827621459961,0.1730874627828598,3.1762073040008545,0.0,103.00785064697266,1.001039981842041,4.053411960601807,1.001039981842041,1.174127459526062,2.47578763961792,contrib,103.00785064697266
celery\celery\worker\consumer\events.py,62.55972671508789,6.28558349609375,43.64101028442383,7.497974395751953,3.4643115997314453,204.74830627441406,1.5627402067184448,2.6806414127349854,9.439458847045898,83.09141540527344,events,204.74830627441406
celery\celery\contrib\__init__.py,3.4784905910491943,0.1732824742794037,3.1764042377471924,0.0,100.02753448486328,1.0010405778884888,1.0010405778884888,1.0010405778884888,1.1743230819702148,2.477449893951416,contrib,100.02753448486328
celery\t\unit\utils\test_utils.py,3.865323066711426,6.873101711273193,29.49001121520996,1.2040177583694458,8.024652481079102,1.000842809677124,1.000842809677124,1.6028516292572021,92.16187286376953,3.895901679992676,utils,92.16187286376953
celery\t\unit\utils\test_threads.py,5.761001110076904,3.8321967124938965,35.424922943115234,6.527667045593262,10.38762092590332,7.670007705688477,1.4942365884780884,1.6582354307174683,94.27316284179688,6.315659523010254,utils,94.27316284179688
celery\t\unit\contrib\django\__init__.py,3.4749231338500977,0.17289286851882935,3.175642967224121,0.0,102.93352508544922,1.0009167194366455,4.050981044769287,1.0009167194366455,1.17380952835083,2.4740066528320312,contrib,102.93352508544922
celery\t\unit\concurrency\test_concurrency.py,60.04939270019531,14.82990550994873,47.482295989990234,201.62551879882812,14.652116775512695,92.95938110351562,5.378007411956787,4.937704563140869,21.12958335876465,54.32794952392578,concurrency,201.62551879882812
celery\celery\app\autoretry.py,66.27713012695312,10.602070808410645,11.737302780151367,5.972074508666992,3.734029531478882,1.000950813293457,6.488495349884033,2.7441463470458984,7.0193328857421875,11.232583045959473,app,66.27713012695312
celery\celery\app\events.py,65.4586410522461,7.403678894042969,11.329673767089844,6.200987339019775,1.160722017288208,116.50914001464844,1.0011072158813477,1.0011072158813477,5.678181171417236,3.927671432495117,events,116.50914001464844
celery\t\smoke\tests\quorum_queues\test_qos.py,77.33204650878906,22.917240142822266,34.4478759765625,105.4373779296875,15.90445327758789,6.027828693389893,1.68956458568573,8.065722465515137,8.829357147216797,107.46483612060547,worker,107.46483612060547
celery\celery\events\receiver.py,79.98609924316406,6.838585376739502,24.79283905029297,6.357758522033691,38.32109069824219,149.5164337158203,1.9105007648468018,8.81914234161377,12.583389282226562,71.3255844116211,events,149.5164337158203
celery\t\unit\app\test_beat.py,98.96575927734375,55.44874954223633,89.65384674072266,15.596871376037598,22.804597854614258,32.52768325805664,6.897824764251709,10.144749641418457,27.645105361938477,20.367908477783203,app,98.96575927734375
